8.562727 9.357556 40.458248 5
32.364422 13.465500 22.238246 5
16.221839 16.245347 18.303017 6
32.613973 30.247971 28.635318 9
23.814972 19.509261 28.553212 7
20.857603 49.522730 11.809791 5
34.535222 11.271063 47.747106 6
33.542024 13.793533 40.685890 8
13.125755 53.554224 47.262545 5
33.113033 43.671862 37.300350 5
0.069064 53.575557 53.217661 7
0.215543 28.816869 16.117664 6
24.484772 51.225970 47.484149 6
33.410199 46.375636 24.897439 7
19.812443 1.139780 41.525299 6
43.703028 23.029183 41.107143 7
50.268403 43.251065 50.133363 7
26.937664 32.414413 54.960103 6
4.824615 45.270467 20.088939 8
6.789403 21.452912 47.024889 6
47.346053 28.557925 38.974509 7
49.927234 35.187831 5.835526 7
2.343198 50.670383 3.620286 6
35.464191 32.380942 40.822327 7
22.723616 52.043279 54.741663 5
5.146623 23.915206 16.483412 6
31.486431 24.319472 17.011616 6
16.782976 12.045327 49.396109 9
20.704385 31.352671 44.209651 5
36.438469 35.094966 13.979497 6
35.154975 25.019817 45.244654 0
16.178652 9.777232 15.720276 7
17.453158 19.354703 10.685311 4
31.127632 3.208237 46.226790 5
28.389680 16.291138 44.707598 5
13.157573 24.815065 10.154022 8
43.091157 1.962017 49.868920 6
4.979829 20.655211 3.691741 7
53.793024 44.553974 23.130046 8
36.491556 31.995902 48.002542 7
33.816807 16.843144 34.226773 4
31.566215 20.473606 40.105260 6
43.200894 31.497302 49.799535 6
9.587705 10.252226 47.285076 8
2.107357 38.889178 21.027566 5
41.345750 6.164871 44.599193 4
8.487997 41.841520 42.378171 8
9.149641 50.250817 2.122386 7
21.195883 47.970061 4.802832 2
27.976843 25.057789 29.252439 7
35.049869 18.033755 46.134555 4
18.340257 35.490153 10.065568 8
45.740945 21.583058 4.964054 6
6.748345 37.956715 6.466588 6
5.452071 34.602088 46.523457 6
20.354171 24.444285 52.371525 7
14.453803 36.338276 53.894290 0
48.626798 40.146454 30.251043 6
10.407363 54.342174 26.489464 7
21.156682 32.276778 35.994597 5
46.184689 9.656846 3.175495 4
24.369915 20.278294 40.640947 7
43.869000 15.134732 6.851970 8
23.138452 11.699610 46.488465 6
33.259350 23.770898 33.615846 8
20.264540 32.103203 53.011877 7
17.269169 5.375911 24.608515 6
4.696158 9.981989 22.983020 5
37.818576 13.532826 17.902817 8
8.149165 40.476598 49.213544 6
50.354787 26.036326 12.163276 8
48.107096 55.372821 36.505908 7
29.533997 48.210917 51.264421 5
31.743311 3.174427 23.281893 8
0.448799 9.233643 10.833025 9
1.067364 26.163148 5.439789 7
37.848596 41.198704 10.559118 6
4.505520 18.777745 37.828294 5
10.064582 25.453833 3.909917 5
14.035575 19.829404 42.028228 6
17.841612 7.103365 44.567596 5
43.059809 39.619139 34.442060 8
54.758325 44.934170 7.673413 6
55.118040 9.433768 3.860587 6
22.105180 6.107116 15.836549 6
36.468588 5.087773 50.316923 7
48.323069 43.924641 36.097013 7
50.465028 51.667853 43.863467 6
27.293837 10.046255 18.386785 4
41.555566 21.482675 54.916532 6
31.174401 54.613393 12.390488 5
29.659173 40.992540 55.010973 7
5.018599 33.293585 33.949363 6
5.661817 39.820362 36.335115 9
19.527341 0.637604 48.511466 4
38.891102 22.502686 5.751559 6
